Команда,Всего баллов
"Крипто@Феникс (Степуро Борисов, Владимир Павел, Павлова Артём, Идрисова Ильдар, Ушаков Борис)",164
"Баг.ДВГУПС (Евгений Иван, Дерябкин Рустам, Козлов Михаил, Матвей Сергей, Рощупкин2 Владимиров)",164
"КомпPro (Васильева Борисов, Гучиев Андрей, Шуверов Алексей, Мельников Олег, Бевз Николай)",164
"Нейро_TEAM (Забигин Сергей, Рогачев Иванова, Завацкий Олег, Сердюков Сергеев, Григорьев Иванов)",164
"Команда_Бит (Гурьев Андрей, Горетов Иван, Сыгинь Борисов, Николаенко Мария, Тюрин Артём)",164
"Комп-Сокол (Григорьев Рустам, Кучумов Ильдар, Трунин Павел, Гущин Иван, Игорь Алексей)",164
"Алго.ПАТЧ (Хандрамай Дмитрий, Семенов Виктор, Артём Петров, Серов Олег, Федина Мария)",164
"PRO_Байт (Иншина Дмитрий, Шунелько Владимир, Лосяков Иванов, Егоров Петров, Хлебнов Сергей)",163
"АлгоРитмики (Кирилл Дмитрий, Щелкушкин Ильдар, Линт Артём, Набиуллин Олег, Адаменко Павел)",163
"Нет🎯101 (Рязанова Елена, Киселёв Николай, Черняков Борис, Мансур Сергеев, Коржов Борисов)",163
"Кибер⭐ДВГУПС (Дашуев Сергей, Шиндяпин Рустам, Кузьмичёва Артём, Назарцев Николай, Владимир Иванова)",163
"SUPER_Инфо (Конькова Мария, Зараменских Сергеев, Зайцев Борис, Мансур Владимир, Усиков Андрей)",163
"Байт.Томск (Пешехонов Петров, Сыгинь Борисов, Пуговкина Дмитрий, Темиров Владимиров, Сейдаметов Владимир)",162
"Чип🎯418 (Степин Сергей, Мельников Иванова, Нестюркин Артём, Болтиев Борисов, Гурина Рустам)",162
"Чип🎲УЛЬТРА (Ледовской Алексей, Дасаев Иванов, Просвиркин Андрей, Мансур Михаил, Зайцев Иванова)",162
"Софт🎯101 (Савран Артём, Джапаров Андреев, Попова Олег, Первий Иванов, Гучиев Петров)",162
"Сокол-Крипто (Рыданова Елена, Абасова Владимир, Евтушенко Виктор, Темиров Иван, Батаев Михаил)",162
"Байт#418 (Хлебнов Алексей, Круглик Борисов, Поярков Владимиров, Павлов Сергей, Таранов Дмитрий)",161
"Команда_Сеть (Садовников Владимир, Мусостов Алексей, Агишина Елена, Мелисов Михаил, Иванов Павел)",161
"Сеть.Группа (Болтиев Ильдар, Ростошинский Петров, Стадник Иванов, Шамиль Андрей, Веремеенко Артём)",161
"Team_Винд (Акладский Владимиров, Федосеев Павел, Мухин Рустам, Рыданов Иванова, Гнездилов Михаил)",161
"Прог_Старт_TOP (Дикилиев Дмитрий, Сердюков Ильдар, Амерханов Борисов, Кадиев Михаил, Адамович Владимиров)",161
"СКИЛЛ_ДЕВС (Ховалыг Николай, Слипенко Михаил, Джапаров Ильдар, Пучков Артём, Балакшин Андрей)",160
"Алго🎯503 (Крылов Андреев, Рощупкин2 Сергей, Забигин Алексей, Алексашин Иванов, Дикилиев Артём)",160
"SUPER_Алго (Казакова Елена, Туманов Петров, Панкин Олег, Огаркова Иванова, Фесунов Михаил)",160
"БагPlus (Кузнецова Елена, Смирнов Борисов, Стадник Сергей, Фесунов Борис, Гришин Рустам)",160
"Прог_Легион (Бельков Николай, Сабитов Иванова, Прокошин Сергеев, Бевз Ильдар, Павлова Владимир)",160
"ХАРД314 (Щелкушкин Олег, Бельков Артём, Костяев Дмитрий, Туркин Николай, Мухина Елена)",160
"ИТМО-Линукс (Федосеев Артём, Сергеева Мария, Зозуля Борис, Иванова Елена, Павлов Николай)",160
"Гений-Диск (Кузьмичёва Андрей, Адамович Артём, Шишко Виктор, Чернигин Олег, Кожанов Владимиров)",160
"Веб💻ЛОГИ (Шунелько Петров, Хамзатов Николай, Завацкий Борисов, Толстунов Павел, Алексашин Владимир)",160
"ИЗИКАТ-Кибер (Ховалыг Владимир, Зайцева Олег, Аминов Михаил, Богдан Павел, Гилевский Дмитрий)",160
"ХакерТайм (Хоменко Владимиров, Зозуля Рустам, Рязанов Виктор, Ульянов Сергеев, Уматкереев Андреев)",159
"ДЕПЛОЙ_МАСТЕР (Николаенко Михаил, Ушаков Рустам, Алаудинов Владимир, Голубинец Артём, Виктория Сергей)",159
"Кибер.Про (Евгений Владимиров, Бакулин Иванов, Петров Сергей, Павлов Павел, Семенов Андреев)",159
"Team_Инфо (Евгения Борис, Дерябкин Рустам, Гербылев Михаил, Киселев Олег, Ахмадов Павел)",159
"Прог-Портал (Павлова Ильдар, Сермягин Рустам, Сейдаметов Артём, Нестюркин Борис, Чернигин Сергей)",159
"Техно.Команда (Забигин Виктор, Лосяков Андреев, Владимир Михаил, Пучков Павел, Сыгинь Артём)",159
"Старт-Бит (Балакшин Николай, Конькова Елена, Алексашин Алексей, Романенко Петров, Линт Иван)",159
"Группа007 (Шалькин Иванов, Авхадеев Ильдар, Рязанов Дмитрий, Полина Елена, Данилова Петров)",159
"Баг-Титан (Григорьев Сергей, Ткаченко Иванова, Чажаев Михаил, Владислав Николай, Чистяков Борис)",159
"СГТУ-Чип (Конькова Иванова, Смирнов Сергеев, Пешехонов Дмитрий, Прижигалинская Рустам, Васильев Виктор)",159
"Код&Титан (Уматкереев Сергеев, Киселева Мария, Афанасьев Николай, Джапаров Павел, Слипенко Андрей)",159
"СайтPlus (Руднев Борисов, Голованева Алексей, Кукушкин Павел, Горетова Елена, Звездаков Сергей)",158
"Команда_Крипто (Ахмадов Михаил, Кливиткин Иван, Щелкушкин Петров, Темиров Алексей, Гилевский Владимир)",158
"Винд101 (Игорь Владимиров, Смирнов Иванова, Шамиль Андрей, Венюков Павел, Попов Рустам)",158
"Блок🎮Группа (Федосов Иванов, Галкина Андрей, Чепурной Павел, Сергей Алексей, Савина Елена)",158
"Инфо.Феникс (Завацкий Андреев, Бачковская Ильдар, Пермяков Иванов, Эверстов Владимир, Мамедов Алексей)",158
"Софт.Центр (Горетов Рустам, Шиндяпин Сергей, Галкин Андреев, Сермягин Петров, Георг Борис)",158
"Нет🎮42 (Pavel Ильдар, Антон Петров, Костяев Николай, Жирнов Артём, Михайлов Владимир)",158
"НетPro (Дибров Михаил, Шмычков Андреев, Морозов Борисов, Тюрин Владимир, Alina Артём)",157
"Формат-Чип (Никита Дмитрий, Игорь Сергей, Куликов Борис, Пешехонов Борисов, Степуро Владимир)",157
"SUPER_Сайт (Усиков Николай, Лосяков Андрей, Звездаков Артём, Киселев Павел, Карнукаев Алексей)",157
"Код-МФТИ (Кливиткин Сергеев, Серов Иванов, Мизерий Борис, Просвиркин Алексей, Шумский Рустам)",157
"Хак404 (Владимир Петров, Трунин Борисов, Конькова Сергей, Валентин Дмитрий, Казаков Виктор)",157
"Крипто_Модуль_TOP (Pavel Артём, Шумский Сергеев, Семенова Андреев, Дмитриев Рустам, Рустамов Иванов)",157
"Баг_TEAM (Хамзатов Рустам, Александр Алексей, Рязанов Борисов, Шалькин Иванова, Соколов Владимир)",156
"Чип_Отряд_TOP (Швец Иванова, Шанавазов Николай, Рощупкин2 Андрей, Мангасарян Павел, Павлов Иванов)",156
"Алго-Модуль (Шалькин Дмитрий, Толстов Виктор, Лаврентьев Павел, Смирнов Олег, Шунелько Ильдар)",156
"ДатаPro (Данилова Сергей, Магомедова Николай, Новиков Дмитрий, Тюменев Павел, Галкин Петров)",156
"МоскваТех (Бельков Виктор, Зацепин Сергей, Багдасарян Сергеев, Полин Борисов, Ульянов Владимиров)",156
"Кибер.КОММИТ (Рощупкин2 Алексей, Цуев Иванова, Кожанов Владимиров, Степин Андреев, Зайцева Ильдар)",156
"СофтПРОФИ (Ковалева Олег, Пермяков Сергеев, Аминов Рустам, Воробьев Алексей, Чикуров Андрей)",156
"Блок🎯Группа (Решетников Ильдар, Рудяк Алексей, Евтушенко Дмитрий, Ховалыг Павел, Шишко Олег)",156
"Группа_Алго (Карнукаев Ильдар, Трунин Иванов, Дибров Андрей, Матвей Алексей, Рогачев Владимиров)",155
"ХакИмпульс (Болтиев Иванов, Слипенко Владимиров, Балакшин Сергей, Федина Андрей, Павлова Елена)",155
"CTRL_ALT_WIN (Виктория Сергеев, Киселев Ильдар, Алексашин Петров, Цуева Елена, Георг Владимир)",155
"SUPER_Баг (Александр Андрей, Хандрамай Владимир, Валентин Борисов, Григорьев Иванов, Чирцков Алексей)",155
"Кибер.Система (Поярков Петров, Идрисова Андреев, Киселёв Андрей, Валентин Сергеев, Бичилов Иванов)",155
"Нет007 (Чепурной Олег, Игорь Артём, Тюменев Петров, Геворгян Мария, Рожков Андрей)",155
"Группа_Порт (Григорьев Артём, Егоров Дмитрий, Садовников Сергей, Смирнов Иванов, Костяев Владимир)",155
"Порт++ИТМО (Александрова Мария, Рыданов Рустам, Бачковская Андрей, Федосеев Михаил, Савин Алексей)",155
"СофтУЛЬТРА (Сусуев Андрей, Кучумов Рустам, Мизерий Иванова, Волков Иван, Дибров Ильдар)",154
"Комп🎯БУСТ (Коваленко Сергей, Темиров Борис, Федосеев Борисов, Кудзаева Мария, Федоров Иван)",154
"Чип++Старт (Пояркова Елена, Щербинин Дмитрий, Гарун Сергеев, Рогачев Андреев, Балакшин Михаил)",154
"Диск_МГУ (Афанасьев Алексей, Киселёв Владимиров, Забигин Иванов, Гришин Артём, Линт Михаил)",154
"Линукс🎮404 (Геворгян Петров, Морозов Алексей, Кучумов Андреев, Сыгинь Иванов, Валентин Иванова)",154
"Диск.Сектор (Коржов Ильдар, Булгаков Артём, Гурина Елена, Ховалыг Мария, Голубинец Сергей)",153
"Прог.РТУ (Кузьмичёва Борис, Васильев Ильдар, Гурьев Михаил, Артём Мария, Шипик Владимиров)",153
"Феникс314 (Цуев Николай, Ковалева Андреев, Виктория Олег, Григорьев Павел, Завацкий Владимиров)",153
"ИТМО314 (Стадник Борисов, Суровцев Иванов, Ибрагимов Николай, Серов Ильдар, Речкунова Елена)",153
"Team_Нейро (Суровцев Иванов, Абдулхалик Андреев, Фомина Елена, Бережнов Николай, Владислав Олег)",153
"Группа_Бот (Егоров Дмитрий, Бунякова Михаил, Толстов Борис, Сейдаметов Сергеев, Шумская Елена)",152
"Бот1337 (Прокошин Рустам, Зараменских Владимир, Целищев Николай, Pavel Андреев, Багдасарян Алексей)",152
"Винд_Импульс_TOP (Галкина Павел, Федосеев Михаил, Амерханов Виктор, Артём Олег, Мизерая Мария)",152
"PRO_Винд (Степин Сергеев, Бичилов Борис, Зараменских Николай, Таранов Артём, Васильев Павел)",151
"Нейро#1337 (Дерябкин Владимиров, Соболев Владимир, Просвиркин Ильдар, Епишин Рустам, Сермягин Дмитрий)",151
"Дата⭐1337 (Иванова Борисов, Абасова Николай, Пермяков Виктор, Линт Иван, Костяев Алексей)",151
"Крипто777 (Багдасарян Елена, Пеньков Борисов, Григорьев Алексей, Назарцев Дмитрий, Бородин Владимиров)",151
"Порт_ВГУ_TOP (Нестюркин Сергей, Фёдор Иванова, Михайлов Олег, Ледовской Владимир, Герман Павел)",151
"Сайт⭐Портал (Козлова Петров, Морозова Рустам, Никита Андрей, Вавилин Алексей, Жданкин Дмитрий)",151
"МГТУ314 (Рыданов Андрей, Дежина Рустам, Темиров Михаил, Сейдаметов Алексей, Рябцев Дмитрий)",151
"БайтБаттл (Егорова Мария, Дерябкин Дмитрий, Коршенюк Андрей, Идрисова Николай, Герман Артём)",150
"Мастер-Байт (Бельков Иван, Карпов Борисов, Кулькова Андреев, Толстов Дмитрий, Джапаров Олег)",150
"ТехноЛегион (Степуро Владимиров, Серов Сергеев, Бунякова Андреев, Лаврентьев Алексей, Евтеев Михаил)",150
"Бит_Система (Евгения Мария, Фесунов Павел, Иванова Рустам, Чирцков Иван, Александров Николай)",150
"Инфо-ИТМО (Кучумов Иванов, Сейдаметов Борисов, Сыгинь Михаил, Пеньков Рустам, Пономарёв Елена)",150
"Отряд101 (Николаенко Владимиров, Черняков Николай, Веревкин Михаил, Поярков Иванова, Булгаков Иван)",150
"Чат.ТЕСТ (Абдулхалик Борисов, Руднев Сергеев, Гончаров Олег, Николаенко Рустам, Цуев Иванова)",150
"Веб_ФИЧА (Усиков Сергеев, Слипенко Михаил, Шишко Мария, Карнукаев Дмитрий, Хоменко Иванова)",150
"Казань-Сайт (Трунин Борис, Вавилин Сергеев, Павлова Иванова, Хандрамай Андреев, Волков Олег)",150
"Диск_TEAM (Веревкин Ильдар, Шипик Николай, Шунелько Сергей, Саракеев Павел, Утляков Владимиров)",150
"Чат.Москва (Хабибрахманов Ильдар, Чепурной Иванова, Воробьев Борисов, Цуев Артём, Пуговкина Иван)",150
"АлгоРитм (Ульянов Павел, Соколов Андрей, Кадиев Алексей, Кукушкин Андреев, Багдасарян Артём)",149
"КазахстанДев (Щербинин Борисов, Зацепин Николай, Палабугин Артём, Жирнов Иванов, Валентин Иван)",149
"Нейро🎮Девс (Ткаченко Иванов, Кукушкин Олег, Болтиев Владимир, Сыгинь Иван, Утляков Борисов)",149
"Код_ВГУ_TOP (Силуянов Михаил, Никита Дмитрий, Иванова Иванов, Вавилин Владимир, Федосеев Андреев)",149
"Винд🔥404 (Зараменских Борис, Садовников Андрей, Рябцев Иван, Хлебнов Ильдар, Чистяков Борисов)",149
"БитВГУ (Pavel Павел, Галкин Артём, Аминов Иванов, Воронин Петров, Уматкереев Борис)",149
"Бит.Гений (Щербинин Иван, Бичилов Дмитрий, Ибрагимов Борисов, Акладский Борис, Толстова Мария)",149
"Сайт💻404 (Савран Владимиров, Федина Рустам, Пучков Олег, Адаменко Николай, Карнукаев Андреев)",149
"Кибер_Сектор (Мухин Борис, Идрисов Петров, Бережнов Иванова, Соболев Алексей, Фесунова Елена)",149
"Диск-Вектор (Джапаров Ильдар, Кузьмичёва Иванов, Пучков Рустам, Хабибрахманов Артём, Евтеев Павел)",149
"Инфо.НАНО (Савина Мария, Семенов Иванова, Павлова Владимир, Павлов Андреев, Веремеенко Петров)",148
"Чат🎲Модуль (Валентин Павел, Васильева Артём, Никулин Алексей, Иванов Андреев, Денис Мария)",148
"Блок.Квант (Коваленко Иван, Бельков Борис, Егоров Олег, Cawa Владимир, Карнукаева Елена)",148
"Сеть🎯101 (Киселёв Иванова, Тюрин Сергеев, Ушаков Михаил, Королев Виктор, Хидиров Артём)",148
"Порт.ФИКС (Ткаченко Владимир, Шиндяпина Елена, Георг Иван, Щелкушкин Олег, Иванов Алексей)",148
"ТехноТигры (Бунякова Дмитрий, Степина Елена, Александр Борисов, Игорь Иван, Коваленко Рустам)",147
"НетФеникс (Чепурной Михаил, Тимошенко Мария, Силуянов Владимиров, Епишин Борисов, Евгения Владимир)",147
"WebМастер (Герман Иван, Целищев Сергеев, Серова Мария, Alina Владимиров, Зайцева Артём)",147
"Группа_Дата (Лосяков Виктор, Тебиев Иван, Кудяков Петров, Ховалыг Владимиров, Романенко Андреев)",147
"Хак_ГИТ_TOP (Александров Михаил, Завацкая Мария, Прокошин Владимиров, Толстова Елена, Зарипов Борисов)",147
"if(sad){be_awesome} (Галкин Андрей, Ибрагимов Ильдар, Балакшин Дмитрий, Мехедов Виктор, Тимошенко Рустам)",146
"Сеть.МЕТА (Абасова Владимир, Дмитриев Николай, Полина Елена, Королев Сергеев, Уматкереев Андрей)",146
"Идман (Толстов Андрей, Шамиль Иван, Рожков Борисов, Семенова Мария, Ковалева Дмитрий)",146
"КиберКод (Саракеев Олег, Ростошинская Мария, Руднева Елена, Кадиев Ильдар, Алаудинов Петров)",146
"Винд&Импульс (Вавилин Артём, Рощупкин Андрей, Трунин Виктор, Пуговкина Борисов, Воробьев Владимиров)",146
"Софт42 (Чажаев Сергей, Павлов Виктор, Рыбаков Павел, Дикилиева Мария, Иванов Михаил)",146
"Алго-Сокол (Васильев Олег, Королев Артём, Чажаев Петров, Лебедев Николай, Адымханов Дмитрий)",146
"Нет-ХАРД (Пуговкина Дмитрий, Саракеев Виктор, Гилевская Мария, Решетников Иванова, Шишко Алексей)",146
"КриптоPlus (Бусыгин Рустам, Николаенко Иван, Шиндяпин Николай, Геворгян Павел, Таранов Владимиров)",146
"Бит&418 (Целищев Рустам, Конькова Павел, Дикилиев Борис, Сайпулаев Сергеев, Смирнов Иванова)",146
"АЛГО_777 (Кузнецов Борис, Галкин Петров, Котов Рустам, Тимошенко Иван, Бакулин Михаил)",145
"Команда_Алго (Афанасьева Мария, Яременко Артём, Тюменева Елена, Иванова Иванова, Щербинин Петров)",145
"Код_Томск (Пеньков Иванова, Панкин Павел, Евгения Борис, Владислав Елена, Хабибрахманова Мария)",145
"Нет-Проект (Трепалин Иван, Зацепин Иванова, Даниил Елена, Бунякова Артём, Гришин Петров)",145
"Чип🎯Сокол (Артём Владимир, Галкина Мария, Балакшин Сергей, Дежина Алексей, Голованева Михаил)",145
"Крипто_Отряд (Бурылов Борис, Тюменев Владимиров, Алексашин Рустам, Афанасьев Сергей, Суровцев Ильдар)",145
"Кибер-Омск (Кулькова Алексей, Шишко Петров, Мусостов Михаил, Огаркова Сергеев, Вавилин Ильдар)",145
"Team_Линукс (Зайцева Павел, Pavel Владимир, Пономарёв Виктор, Линт Владимиров, Георг Дмитрий)",144
"Порт.Омск (Рудяк Андрей, Виктория Артём, Чикуров Андреев, Зараменских Петров, Евтушенко Мария)",144
"SUPER_Кибер (Шишко Иван, Гнездилов Иванова, Сергеев Ильдар, Шунелько Михаил, Утляков Дмитрий)",144
"ДВГУПС-Линукс (Сикоев Дмитрий, Зайцева Сергей, Бичилова Елена, Решетников Артём, Бусыгин Виктор)",144
"Баг-Феникс (Дашуева Елена, Сердюков Иванова, Чажаев Владимиров, Васильев Владимир, Джапарова Мария)",144
"Софт.ПРОФИ (Соловьёв Алексей, Черняков Иванова, Дмитриев Андреев, Артём Мария, Фомин Николай)",144
"Комп_РТУ (Киселева Мария, Чистяков Олег, Шмураков Владимиров, Валентин Николай, Хидиров Андрей)",144
"ВиндПУШИ (Морозов Андреев, Тюменева Елена, Лосяков Петров, Соколов Алексей, Батаев Николай)",143
"sleep(0) (Игорь Павел, Утлякова Елена, Чистяков Петров, Шуверов Андреев, Рогачев Николай)",143
"ВебPro (Набиуллин Петров, Бородин Павел, Пономарёв Мария, Королев Борис, Семенова Иванов)",143
"БотСистема (Слипенко Михаил, Абдулхалик Рустам, Бусыгин Иванов, Pavel Виктор, Казаков Иванова)",143
"PRO_Линукс (Фёдор Сергеев, Джапаров Петров, Назарцев Рустам, Булгаков Борисов, Федина Артём)",143
"Порт!Центр (Илья Олег, Туркин Борисов, Забигин Борис, Александров Сергей, Зайцев Владимиров)",142
"Винд.ПУШИ (Мусостов Сергеев, Богдан Мария, Речкунов Николай, Ушаков Олег, Овчинников Петров)",142
"Диск🎲200 (Васильева Елена, Мансур Артём, Сайпулаев Иванов, Горетов Андрей, Бусыгин Дмитрий)",142
"Чат&СПбГУ (Рощупкин Петров, Ялоза Алексей, Хабибрахманов Рустам, Cawa Борис, Коршенюк Виктор)",142
"ПортНАНО (Шумская Елена, Киселев Павел, Коваленко Борис, Абасова Владимиров, Попова Алексей)",142
"Линукс-Брянск (Семенова Олег, Коржов Петров, Сермягин Михаил, Сыгинь Иванов, Щелкушкин Ильдар)",142
"ПРОД_В_ПЯТНИЦУ (Котов Иванов, Стадник Дмитрий, Болтиев Борисов, Карпов Алексей, Пуговкина Иван)",141
"Модуль404 (Рыданов Ильдар, Чистяков Владимиров, Ушаков Владимир, Голованева Петров, Бурылов Виктор)",141
"Чип.Феникс (Палабугин Андрей, Васильева Елена, Данилова Сергеев, Сейдаметов Рустам, Чикуров Алексей)",141
"Отряд256 (Дикилиев Иванов, Семенов Николай, Алексашин Борис, Шунелько Иванова, Сапов Виктор)",141
"42 bugs fixed (Евгений Дмитрий, Рощупкин2 Виктор, Полин Ильдар, Рыданов Андрей, Петров Павел)",140
"Команда_Сайт (Воронин Павел, Швец Дмитрий, Идрисов Владимир, Дасаев Сергеев, Епишин Борис)",140
"СофтПортал (Чирцков Павел, Аминов Владимиров, Алексашин Андреев, Абдулхалик Ильдар, Бакулин Владимир)",140
"Сайт-МГУ (Кулькова Владимиров, Целищев Сергей, Чажаев Павел, Болтиев Владимир, Суровцев Сергеев)",139
"Крипто🎮Легион (Федосеев Дмитрий, Хлебнов Олег, Кирилл Рустам, Чернигин Владимиров, Данилова Артём)",139
"SUPER_Бот (Петров Иванова, Тимошенко Алексей, Коршенюк Андрей, Сабитов Дмитрий, Мусостов Владимиров)",139
"Инфо_Сокол_TOP (Темиров Алексей, Шамиль Рустам, Амерханов Сергеев, Дикилиев Владимиров, Ибрагимов Андрей)",138
"Нет-Сектор (Фомин Ильдар, Жданкин Петров, Туркин Алексей, Слипенко Владимир, Таранов Борисов)",138
"Прог_ПУШИ (Серов Алексей, Усиков Владимиров, Киселёв Рустам, Степуро Сергей, Гончаров Ильдар)",138
"Комп_Группа_TOP (Амерханов Иванов, Федосова Елена, Алексашин Дмитрий, Суровцев Рустам, Силуянов Владимиров)",138
"Винд_ФОРК (Alina Артём, Ховалыг Рустам, Бакулин Дмитрий, Чирцков Борисов, Попова Алексей)",138
"Прог.Пермь (Гилевский Сергеев, Рудяк Иванов, Карпов Владимиров, Рябцева Елена, Хамзатов Андрей)",138
"Баг_НАНО_TOP (Киселев Михаил, Шуверов Владимир, Аргунов Андрей, Идрисов Павел, Морозов Иванова)",137
"Блок_TEAM (Cawa Алексей, Васильев Михаил, Чернигин Иванов, Романенко Андреев, Аминов Борисов)",137
"Нейро_Вектор (Соболев Ильдар, Сермягина Мария, Есаулов Андрей, Тюменев Сергей, Козлова Николай)",137
"БлокPro (Ростов Павел, Котов Сергеев, Есаулов Иван, Степин Михаил, Дашуев Артём)",136
"Титан200 (Гнездилов Павел, Карпов Владимир, Лебедева Олег, Рустамов Михаил, Мельников Дмитрий)",136
"BRATIKI (Кузнецова Артём, Балакшин Андреев, Чичигинаров Павел, Казанцев Андрей, Константинова Мария)",136
"Алго007 (Амерханов Михаил, Игорь Иванова, Соколов Дмитрий, Тюрин Борис, Круглик Иван)",136
"Чип_Центр (Сермягин Павел, Рудяк Борисов, Федосеев Сергеев, Alina Мария, Федосов Михаил)",136
"Дата.ПРОД (Виктория Иван, Аминов Андреев, Максим Андрей, Балакшин Сергей, Павлов Иванов)",136
"Чат_СГТУ (Волков Сергей, Стадник Михаил, Зараменских Николай, Попова Мария, Сейдаметов Иванов)",136
"Порт-Казань (Кузьмичёва Иванов, Никита Дмитрий, Егоров Петров, Николаенко Иван, Федина Сергей)",136
"Чат418 (Королев Рустам, Севрюков Артём, Линт Алексей, Евгения Иванова, Есаулов Иван)",136
"СофтСтарт (Зарипов Виктор, Мелисов Михаил, Магомедова Иван, Григорьев Алексей, Чирцков Иванов)",136
"Блок🎮Модуль (Ткаченко Олег, Тебиев Иван, Адымханов Иванова, Петров Андреев, Пуговкина Андрей)",136
"Линукс.Формат (Сергеев Дмитрий, Мусостова Мария, Нестюркин Иванов, Гришин Иванова, Кузнецов Артём)",136
"Прог-1337 (Гучиев Сергеев, Романенко Борис, Крылов Сергей, Герман Ильдар, Голованева Иван)",136
"ПитерКод (Магомедова Борисов, Таранов Николай, Коршенюк Андрей, Степин Павел, Палабугин Сергеев)",135
"Группа_Чат (Есаулов Ильдар, Зараменских Сергей, Павлова Рустам, Кулькова Сергеев, Хандрамай Павел)",135
"Формат503 (Мелисов Артём, Прокошин Виктор, Садовников Владимир, Галкина Елена, Минатуллаев Николай)",135
"Пермь200 (Решетников Дмитрий, Степуро Артём, Владимир Павел, Попов Николай, Виктория Олег)",135
"Бот.ВГУ (Ховалыг Виктор, Евтушенко Андрей, Агишин Павел, Сермягин Алексей, Сыгинь Владимир)",135
"Софт-СУПЕР (Адаменко Олег, Адамович Иван, Куликов Виктор, Чистяков Дмитрий, Сапов Борисов)",135
"Нейро🚀256 (Рощупкин Ильдар, Усиков Андрей, Галкина Мария, Попова Рустам, Савран Андреев)",135
"Винд_ТЕСТ_TOP (Шишко Ильдар, Фомин Владимир, Дерябкин Дмитрий, Щербинин Сергеев, Карпов Алексей)",134
"coffee.refill() (Михайлов Иванов, Абдулхалик Алексей, Мизерий Андрей, Мелисов Владимиров, Мухин Николай)",134
"while(true){} (Пучков Андреев, Савран Борис, Шалькин Павел, Серов Михаил, Таранов Артём)",134
"Чат.ВАЙП (Хлебнов Алексей, Волков Иванова, Усиков Андрей, Шуверов Михаил, Круглик Ильдар)",134
"Нейро⭐Мастер (Ховалыг Елена, Гурьев Олег, Здоровцов Андреев, Ушаков Алексей, Лебедев Дмитрий)",134
"Отряд-Чат (Джапаров Иванов, Хидирова Мария, Петров Виктор, Киселёв Иванова, Попова Ильдар)",133
"Хак256 (Денис Владимиров, Щелкушкин Виктор, Оконешников Владимир, Гущин Артём, Севрюков Андрей)",133
"SUPER_Хак (Бевз Сергеев, Кудяков Владимиров, Назарцев Рустам, Павлов Алексей, Лебедев Сергей)",133
"Москва101 (Дерябкин Андреев, Прижигалинская Иванов, Федина Виктор, Акладский Николай, Гарун Ильдар)",133
"Блок-314 (Денис Павел, Эверстов Иванова, Зацепина Мария, Гербылев Виктор, Черняков Владимир)",133
"Баг.РЕЛИЗ (Мусостов Иванова, Савран Виктор, Галахов Сергей, Тимошенко Олег, Гербылев Петров)",133
"Порт.ДВГУПС (Уматкереев Андрей, Прижигалинская Мария, Зозуля Рустам, Пономарёв Иванов, Огаркова Олег)",133
"БитPlus (Руднев Борисов, Карнукаев Дмитрий, Васильев Рустам, Сабитов Ильдар, Утляков Николай)",133
"Блок_Титан (Гербылев Рустам, Кожанова Мария, Голованева Андрей, Мансур Владимир, Булгаков Петров)",132
"Крипто.Группа (Огаркова Дмитрий, Рустамов Павел, Оконешников Олег, Трепалина Елена, Евгения Сергеев)",132
"Вектор404 (Пермяков Михаил, Шмураков Андрей, Pavel Борис, Шуверов Иван, Ростов Рустам)",132
"БагPro (Магомедова Владимир, Пермяков Владимиров, Конькова Иван, Илья Андрей, Хидиров Олег)",132
"Дата-Вектор (Козлов Сергеев, Воробьев Павел, Рустамов Михаил, Евтушенко Олег, Щербинин Владимиров)",132
"ПРОФИ-Крипто (Огаркова Борисов, Балакшин Виктор, Коваленко Иванова, Полин Рустам, Сыгинь Андрей)",132
"Винд_Старт (Кирилл Олег, Бунякова Андрей, Гурина Иван, Рябцев Андреев, Степин Виктор)",131
"Группа_Винд (Набиуллин Михаил, Туманов Алексей, Минатуллаев Сергеев, Епишин Владимир, Хоменко Ильдар)",131
"Софт.ФИКС (Адаменко Артём, Воробьева Елена, Шиндяпин Андреев, Тебиев Дмитрий, Зараменских Мария)",131
"БитСистема (Бурылов Иванова, Валентин Андрей, Решетников Виктор, Герман Мария, Федосеев Борисов)",131
"Прог.Импульс (Таранов Павел, Чикуров Дмитрий, Рощупкин2 Андреев, Хамзатов Ильдар, Костяев Сергей)",131
"Код!Отряд (Панкин Борис, Темиров Андрей, Рустамов Павел, Котов Петров, Кормин Олег)",130
"try{код}catch{фикс} (Чажаев Борисов, Кожанов Владимир, Чернигин Олег, Дашуев Виктор, Богдан Андреев)",130
"Team_Сайт (Хидиров Андреев, Матвей Сергеев, Ростов Михаил, Сыгинь Мария, Сикоев Николай)",130
"Чип.Вектор (Гербылев Андрей, Пучков Андреев, Мизерий Борис, Бунякова Сергей, Зозуля Петров)",130
"Чат-Проект (Чернигин Борисов, Константинов Иван, Суровцев Алексей, Хлебнов Владимиров, Михайлов Михаил)",130
"Крипто-Легион (Рудяк Дмитрий, Дмитриев Рустам, Усиков Артём, Георг Мария, Pavel Петров)",130
"Инфо-Система (Щелкушкин Николай, Здоровцова Елена, Коваленко Павел, Кормин Иванова, Гришин Виктор)",130
"Прог_ПРОД (Минатуллаев Борисов, Шалькин Алексей, Морозова Сергей, Сыгинь Андреев, Перов Андрей)",130
